id,Anger,Offensive,Hate,lockdown_status,state
1243330974236188673,0,0,0,0,arkansas
1237749084435492864,0,0,0,0,arkansas
1243663649501327367,0,0,0,0,arkansas
1242925962985078784,0,0,0,0,arkansas
1242541383971483649,0,0,0,0,arkansas
1242191737818353668,0,0,0,0,arkansas
1241092186319597568,0,0,0,0,arkansas
1241073388354928640,0,0,0,0,arkansas
1240756610877788171,0,0,0,0,arkansas
1240377491728072705,0,0,0,0,arkansas
1238563866608578560,0,0,0,0,arkansas
1237037276519174147,0,0,0,0,arkansas
1236005457594126336,0,0,0,0,arkansas
1235955562979962881,0,0,0,0,arkansas
1233491108346441733,0,0,0,0,arkansas
1233426841714724864,0,0,0,0,arkansas
1233426562172817408,0,0,0,0,arkansas
1232335906729857025,0,0,0,0,arkansas
1232315120816152577,0,0,0,0,arkansas
1230963280090423298,0,0,0,0,arkansas
1230146174834876416,0,0,0,0,arkansas
1230141601038684160,0,0,0,0,arkansas
1229798588294815744,0,0,0,0,arkansas
1228401901257052160,0,0,0,0,arkansas
1227642036020445184,0,0,0,0,arkansas
1227602410178326529,0,0,0,0,arkansas
1226877258079571973,0,0,0,0,arkansas
1225815937099628544,0,0,0,0,arkansas
1225422080046444546,0,0,0,0,arkansas
1225076339759296513,0,0,0,0,arkansas
1225072162828177408,0,0,0,0,arkansas
1222638585037381638,0,0,0,0,arkansas
1222599367598727168,0,0,0,0,arkansas
1218281135156932608,0,0,0,0,arkansas
1218186593955188736,0,0,0,0,arkansas
1242125901149724672,1,0,0,0,arkansas
1242118481564315649,0,0,0,0,arkansas
1241044186071281669,0,0,0,0,arkansas
1240681973909250055,0,0,0,0,arkansas
1239314368266940416,0,0,0,0,arkansas
1224862004235599873,1,0,0,0,arkansas
1245006134441803784,0,0,0,0,arkansas
1244721499686273025,0,0,0,0,arkansas
1244636163404713985,0,0,0,0,arkansas
1243915641704386560,0,0,0,0,arkansas
1243766031321051136,0,0,0,0,arkansas
1243663469695635462,0,0,0,0,arkansas
1243662009570406400,0,0,0,0,arkansas
1243634547385909248,0,0,0,0,arkansas
1243630715067150340,0,0,0,0,arkansas
