id,Anger,Offensive,Hate,lockdown_status,state
1244258060199231488,0,0,0,0,nebraska
1238201574629015553,0,0,0,0,nebraska
1238169322717089792,0,0,0,0,nebraska
1237848216118243328,0,0,0,0,nebraska
1236515400596283392,0,0,0,0,nebraska
1231419482247245824,0,0,0,0,nebraska
1231383132991037440,0,0,0,0,nebraska
1225613322810220544,0,0,0,0,nebraska
1223095040261677056,0,0,0,0,nebraska
1221231748182396928,0,0,0,0,nebraska
1221207621929140229,0,0,0,0,nebraska
1220429865981284352,0,0,0,0,nebraska
1216747604349984768,0,0,0,0,nebraska
1214728526076751874,0,0,0,0,nebraska
1211697559384842240,0,0,0,0,nebraska
1244653918778425344,1,0,0,0,nebraska
1244636385241333760,0,0,0,0,nebraska
1243818964129591297,0,0,0,0,nebraska
1243753915272790016,0,0,0,0,nebraska
1243555967805030401,0,0,0,0,nebraska
1243136108399079424,0,0,0,0,nebraska
1243010457365098497,0,0,0,0,nebraska
1242571870341300224,0,0,0,0,nebraska
1241474878995419139,0,0,0,0,nebraska
1241343470637375488,1,0,0,0,nebraska
1241216166481321986,0,0,0,0,nebraska
1240945388359647232,0,0,0,0,nebraska
1240756762921312257,0,0,0,0,nebraska
1240482260089999361,0,0,0,0,nebraska
1240459525540413440,0,0,0,0,nebraska
1240313777054199809,0,0,0,0,nebraska
1239668914491133957,0,0,0,0,nebraska
1239439297754914816,0,0,0,0,nebraska
1239428659372490752,0,0,0,0,nebraska
1239312114088579072,0,0,0,0,nebraska
1239295026238234624,0,0,0,0,nebraska
1238637612350521344,0,0,0,0,nebraska
1238487393612607489,0,0,0,0,nebraska
1238256203354030080,0,0,0,0,nebraska
1237509358222745600,0,0,0,0,nebraska
1237127403270373376,0,0,0,0,nebraska
1237092021606608896,0,0,0,0,nebraska
1236695160915984385,0,0,0,0,nebraska
1236435374706241537,1,0,0,0,nebraska
1235851900559323136,0,0,0,0,nebraska
1235421010691846145,0,0,0,0,nebraska
1235260588189605890,0,0,0,0,nebraska
1235247402862497793,0,0,0,0,nebraska
1233458335933960199,0,0,0,0,nebraska
1232035274512723968,0,0,0,0,nebraska
1230818973995892737,0,0,0,0,nebraska
1228825072460271616,0,0,0,0,nebraska
1228540989213757440,0,0,0,0,nebraska
1228518106219339776,0,0,0,0,nebraska
1228444376465989632,1,0,0,0,nebraska
1228338927343292416,0,0,0,0,nebraska
1228036662091034624,0,0,0,0,nebraska
1227977434017828864,0,0,0,0,nebraska
1227375159549423616,0,0,0,0,nebraska
1226319240350904320,0,0,0,0,nebraska
1225760804231884801,0,0,0,0,nebraska
1225270544913911814,1,1,0,0,nebraska
1225229881656717312,0,0,0,0,nebraska
1225131780967034880,0,0,0,0,nebraska
1224223493228834817,0,0,0,0,nebraska
1223640089844224000,0,0,0,0,nebraska
1222574558001037313,0,0,0,0,nebraska
1222573739411296256,0,0,0,0,nebraska
1221525380151967744,0,0,0,0,nebraska
1221481760921473024,0,0,0,0,nebraska
1221481411313532929,0,0,0,0,nebraska
1220374455903498240,0,0,0,0,nebraska
1219031018973409280,0,0,0,0,nebraska
1217491275433365504,0,0,0,0,nebraska
1217164588384473089,0,0,0,0,nebraska
1213952138935701511,0,0,0,0,nebraska
1213947982393102337,0,0,0,0,nebraska
1213946002488594432,0,0,0,0,nebraska
1213424925719040001,0,0,0,0,nebraska
1212511176980123650,0,0,0,0,nebraska
1211805992909971462,0,0,0,0,nebraska
1244050816790642691,0,0,0,0,nebraska
1243690441171783691,0,0,0,0,nebraska
1243682951314976778,0,0,0,0,nebraska
1243236996664963082,0,0,0,0,nebraska
1243173642193813507,0,0,0,0,nebraska
1242801126874984449,0,0,0,0,nebraska
1242484705620037636,0,0,0,0,nebraska
1242132676968173570,0,0,0,0,nebraska
1241409480899911687,0,0,0,0,nebraska
1241006029921542144,0,0,0,0,nebraska
1240812318583328768,0,0,0,0,nebraska
1240409739797897216,0,0,0,0,nebraska
1239261620049793024,0,0,0,0,nebraska
1238578500128423937,0,0,0,0,nebraska
1237561690968846336,0,0,0,0,nebraska
1237491077684264962,0,0,0,0,nebraska
1237489711922515968,0,0,0,0,nebraska
1236417755970183170,0,0,0,0,nebraska
1232670116288106496,0,0,0,0,nebraska
1229941988239314944,0,0,0,0,nebraska
1227796815568887808,0,0,0,0,nebraska
1227791562198876161,0,0,0,0,nebraska
1227340372549996549,0,0,0,0,nebraska
1226537981877641219,0,0,0,0,nebraska
1224358608563032064,0,0,0,0,nebraska
1223658910030221312,0,0,0,0,nebraska
1223075250088353792,0,0,0,0,nebraska
